region_id,intervention,area_ha,hotspot_score_mean,mean_excess_heat_c,mean_night_cooling_c,cooling_deficit_c,cooling_leverage_factor,feasible_fraction,proxy_mean_cooling_c,proxy_max_cooling_c,proxy_hotspot_freq_reduction_pct,priority_score
7,cool_roof,19.8,1.1905709505081177,3.1948835849761963,3.0988857746124268,3.8506569862365723,4.850656986236572,1.0,1.3667519092559814,1.5096209049224854,42.779396272310954,156.28263529307682
7,urban_greening,19.8,1.1905709505081177,3.1948835849761963,3.0988857746124268,3.8506569862365723,4.850656986236572,1.0,1.6260299682617188,1.8006476163864136,50.89481118836552,185.9300483024713
7,cool_pavement,19.8,1.1905709505081177,3.1948835849761963,3.0988857746124268,3.8506569862365723,4.850656986236572,1.0,1.0074737071990967,1.1185939311981201,31.533972378107883,115.20060435494241
8,cool_roof,3.06,1.0560212135314941,3.040501117706299,1.6907364130020142,5.2588067054748535,6.2588067054748535,1.0,1.3366055488586426,1.411898136138916,43.96004135880583,27.032665335392473
8,urban_greening,3.06,1.0560212135314941,3.040501117706299,1.6907364130020142,5.2588067054748535,6.2588067054748535,1.0,1.5891845226287842,1.681208848953247,52.26719087107711,32.14104070800378
8,cool_pavement,3.06,1.0560212135314941,3.040501117706299,1.6907364130020142,5.2588067054748535,6.2588067054748535,1.0,0.9840264916419983,1.0425875186920166,32.36395756974201,19.901801883460372
9,cool_roof,12.87,1.615665078163147,4.394469738006592,6.009332180023193,0.9402112364768982,1.9402112364768982,1.0,1.4619958400726318,1.6058475971221924,33.26899324003124,58.982752726510384
9,urban_greening,12.87,1.615665078163147,4.394469738006592,6.009332180023193,0.9402112364768982,1.9402112364768982,1.0,1.7424392700195312,1.9182579517364502,39.65072861805466,70.29696103609807
9,cool_pavement,12.87,1.615665078163147,4.394469738006592,6.009332180023193,0.9402112364768982,1.9402112364768982,1.0,1.0815523862838745,1.1934369802474976,24.61166991161226,43.63414396430826
10,cool_roof,20.7,1.9252729415893555,4.69503116607666,5.945098400115967,1.0044448375701904,2.0044448375701904,1.0,1.5313646793365479,1.6892499923706055,32.61670956310631,122.33067933704318
10,urban_greening,20.7,1.9252729415893555,4.69503116607666,5.945098400115967,1.0044448375701904,2.0044448375701904,1.0,1.8272234201431274,2.0201945304870605,38.918238356871704,145.9648934723406
